PN;MachineAuto;AlarmActive;LC_Interrupt;ScrapRequest;ActiveStep;CMD_0A;CMD_0B;CMD_0C;CMD_0D;STS_0A;STS_0B;STS_0C;STS_0D;MSK_0A;MSK_0B;MSK_0C;MSK_0D;DateTime
670124700B;1;0;0;0;17;4;-107284070;7941;177539076;4;-107284070;7941;176488452;-1;-16777473;-1;-2053;1.75E+12
670124700B;1;0;0;0;20;4;-107939440;7941;174655492;4;-107284070;7685;173606916;-1;-17432843;-1;-2623493;1.75E+12
670124700B;1;0;0;0;23;6;-90113376;6922;174655492;6;-89458006;6922;172558340;-65537;-2752523;-1025;-2623493;1.75E+12
670124700B;1;0;1;0;29;12;-89458006;8064;172558340;4;-89458006;7808;172558340;-1;-2097153;-11;-19400709;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174393348;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174391300;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;0;0;32;36;-89458006;7946;178585604;36;-89458006;7946;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;6;16777220;-89458006;7941;178587652;4;178916010;5;178587652;-1;-2097153;-1;-2053;1.75E+12
670124700B;1;0;0;0;8;4;-178588326;7941;178587652;4;-267718646;7941;178585604;-1;-16777217;-1;-2053;1.75E+12
670124700B;1;0;1;0;12;12;-178850474;7941;178587652;4;-178850474;7941;178585604;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;1;0;14;12;-178588326;7941;178587652;4;-178588326;7941;178585604;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;0;0;18;4;-107284070;7941;177539076;4;966408602;7941;177537028;-1;-16777473;-1;-2053;1.75E+12
670124700B;1;0;0;0;20;4;-107939440;7941;174655492;4;-107284070;7685;172558340;-1;-17432843;-1;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;984234666;266;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;1;0;24;14;-90113376;-2147480822;174655492;14;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;1930;172296196;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;31;65540;-89458006;8074;174391300;4;-89458006;8074;172296196;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;1;1;-90113376;6400;4;1;178916010;0;178585604;-1;-2752523;-1552;-268371973;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;7;12;-89458006;7941;178587652;4;-89458006;7941;178585604;-1;-2097153;-1;-2053;1.75E+12
670124700B;1;0;0;0;9;12;-178916011;7941;178587652;4;-178916011;7941;178585604;-1;-16777218;-1;-2053;1.75E+12
670124700B;1;0;1;0;9;12;-178916011;7941;178587652;4;-178916011;7941;178585604;-1;-16777218;-1;-2053;1.75E+12
670124700B;1;0;1;0;11;4;-178850474;7941;178587652;4;89392468;5;178585604;-1;-83887171;-1;-2053;1.75E+12
670124700B;1;0;0;0;17;4;-107284070;7941;177539076;4;-107284070;7941;176488452;-1;-16777473;-1;-2053;1.75E+12
670124700B;1;0;0;0;20;4;-107939440;7941;174655492;4;-107284070;7685;172558340;-1;-17432843;-1;-2623493;1.75E+12
670124700B;1;0;0;0;23;6;-90113376;6922;174655492;6;-89458006;778;172558340;-65537;-2752523;-1025;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;1;0;29;12;-89458006;8064;172558340;4;-89458006;7808;172558340;-1;-2097153;-11;-19400709;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174393348;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174391300;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174391300;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;0;0;0;1;-125110134;6144;4;1;178916010;0;178585604;-1;-267388915;-1808;-268371973;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;8;4;-178588326;7941;178587652;4;-97848662;7941;178585604;-1;-16777217;-1;-2053;1.75E+12
670124700B;1;0;1;0;13;4;-178588326;7941;178587652;4;89523542;5;178585604;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;0;0;19;4;-107284070;7941;173606916;4;-107284070;7941;168886276;-1;-16777473;-1;-2623493;1.75E+12
670124700B;1;0;0;0;21;4;-90113376;7941;174655492;4;-107284070;7941;172558340;-1;-36307499;-1;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;984283818;2826;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;1;0;29;12;-89458006;8064;172558340;4;-89458006;7808;172558340;-1;-2097153;-11;-19400709;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174393348;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;32;36;-89458006;7946;178585604;36;-89458006;7946;174391300;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;0;0;32;36;-89458006;7946;178585604;36;-89458006;7946;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;7;12;-89458006;7941;178587652;4;-89458006;7941;178585604;-1;-2097153;-1;-2053;1.75E+12
670124700B;1;0;1;0;7;12;-89458006;7941;178587652;4;-89458006;7941;178585604;-1;-2097153;-1;-2053;1.75E+12
670124700B;1;0;0;0;8;4;-178588326;7941;178587652;4;-232066550;7941;178585604;-1;-16777217;-1;-2053;1.75E+12
670124700B;1;0;1;0;11;4;-178850474;7941;178587652;4;-178981548;7941;178585604;-1;-83887171;-1;-2053;1.75E+12
670124700B;1;0;0;0;15;4;-178588326;7941;178587701;4;-178588326;7941;178585620;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;1;0;15;4;-178588326;7941;178587701;4;-178588326;7941;178585621;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;1;0;15;4;-178588326;7941;178587701;4;-178588326;7941;178585621;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;1;0;15;4;-178588326;7941;178587701;4;-178588326;7941;178585621;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;0;0;15;4;-178588326;7941;178587701;4;-178588326;7941;178585621;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;1;0;15;4;-178588326;7941;178587701;4;-178588326;7941;178585621;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;1;0;16;36;-107284070;7941;178587652;36;-178588326;7941;178585604;-1;-16777219;-1;-2053;1.75E+12
670124700B;1;0;0;0;18;4;-107284070;7941;177539076;4;966408602;7941;177537028;-1;-16777473;-1;-2053;1.75E+12
670124700B;1;0;0;0;0;1;-125110134;6144;4;1;966408602;6144;172032004;-1;-267388915;-1808;-268371973;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;6;16777220;-89458006;7941;178587652;4;-89458006;7941;178585604;-1;-2097153;-1;-2053;1.75E+12
670124700B;1;0;0;0;8;4;-178588326;7941;178587652;4;-232066550;7941;178585604;-1;-16777217;-1;-2053;1.75E+12
670124700B;1;0;1;0;9;12;-178916011;7941;178587652;4;-178916011;7941;178585604;-1;-16777218;-1;-2053;1.75E+12
670124700B;1;0;1;0;12;12;-178850474;7941;178587652;4;-178850474;7941;178585604;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;0;0;15;4;-178588326;7941;178587701;4;-178588326;7941;178585637;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;0;0;17;4;-107284070;7941;177539076;4;-107284070;7941;176488452;-1;-16777473;-1;-2053;1.75E+12
670124700B;1;0;0;0;20;4;-107939440;7941;174655492;4;-107284070;7685;172558340;-1;-17432843;-1;-2623493;1.75E+12
670124700B;1;0;0;0;24;14;-90113376;-2147480822;174655492;6;984234666;266;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;1;0;24;14;-90113376;-2147480822;174655492;6;-89458006;-2147480822;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;1;0;29;12;-89458006;8064;172558340;4;-89458006;7808;172558340;-1;-2097153;-11;-19400709;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174393348;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174391300;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174391300;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;8074;174391300;-1;-2097153;-1;-2623493;1.75E+12
670124700B;1;0;0;0;32;36;-89458006;7946;178585604;36;-89458006;7946;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;7;12;-89458006;7941;178587652;4;178916010;5;178585604;-1;-2097153;-1;-2053;1.75E+12
670124700B;1;0;1;0;11;4;-178850474;7941;178587652;4;-178981548;7941;178585604;-1;-83887171;-1;-2053;1.75E+12
670124700B;1;0;1;0;12;12;-178850474;7941;178587652;4;-178850474;7941;178585604;-1;-83886147;-1;-2053;1.75E+12
670124700B;1;0;0;0;16;36;-107284070;7941;178587652;36;-249890534;7941;178585604;-1;-16777219;-1;-2053;1.75E+12
670124700B;1;0;1;0;20;4;-107939440;7941;174655492;4;-107284070;7685;172034052;-1;-17432843;-1;-2623493;1.75E+12
670124700B;1;0;0;0;22;4;-90113376;7946;174655492;4;-125110134;6410;172558340;-65537;-2752523;-1;-2623493;1.75E+12
670124700B;1;0;1;0;24;14;-90113376;-2147480822;174655492;6;984234666;266;172558340;-1;-2752523;-5121;-2623493;1.75E+12
670124700B;1;0;0;0;0;1;-125110134;6144;4;1;-89458006;0;172558340;-1;-267388915;-1808;-268371973;1.75E+12
670124700B;1;0;0;0;3;1;-89458006;7941;178587652;1;178916010;5;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;3;1;-89458006;7941;178587652;1;-89458006;7941;178585604;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;4;1;-89458006;7941;178587652;1;178916010;5;178587652;-1;-2097153;-1;-5;1.75E+12
670124700B;1;0;1;0;9;12;-178916011;7941;178587652;4;-178916011;7941;178585604;-1;-16777218;-1;-2053;1.75E+12
670124700B;1;0;0;0;16;36;-107284070;7941;178587652;36;-249892582;7941;178585604;-1;-16777219;-1;-2053;1.75E+12
670124700B;1;0;0;0;20;4;-107939440;7941;174655492;4;-107284070;7685;172034052;-1;-17432843;-1;-2623493;1.75E+12
670124700B;1;0;0;0;23;6;-90113376;6922;174655492;6;178916010;10;172558340;-65537;-2752523;-1025;-2623493;1.75E+12
670124700B;1;0;1;0;29;12;-89458006;8064;172558340;4;-89458006;7808;172558340;-1;-2097153;-11;-19400709;1.75E+12
670124700B;1;0;1;0;30;12;-89458006;8074;174391300;4;-89458006;906;174393348;-1;-2097153;-1;-2623493;1.75E+12
